taxonomy,exp_id,experiment,sample_type,media,subculture_time,preculture_time,c18positive,c18negative,hilicpositive,culture_source,grouped_taxonomy,kingdom,phylum,class,order,family,genus,species,strain,morphology
Collinsella aerofaciens ATCC 25986,1562,20191107.1,supernatant,paf,26,36,s05217,s05266,s05157,c0252,Collinsella aerofaciens,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,aerofaciens,,
Collinsella aerofaciens ATCC 25986,1563,20191107.1,supernatant,paf,26,36,s05218,s05267,s05158,c0252,Collinsella aerofaciens,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,aerofaciens,,
Bacteroides eggerthii ATCC 27754,1564,20191107.1,supernatant,paf,26,36,s05219,s05268,s05159,c0173,Bacteroides eggerthii,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,eggerthii,,
Bacteroides eggerthii ATCC 27754,1565,20191107.1,supernatant,paf,26,36,s05220,s05269,s05160,c0173,Bacteroides eggerthii,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,eggerthii,,
Bacteroides eggerthii ATCC 27754,1566,20191107.1,supernatant,paf,26,36,s05221,s05270,s05161,c0173,Bacteroides eggerthii,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,eggerthii,,
Enterococcus faecalis TX1322 BEI HM-202,1567,20191107.1,supernatant,paf,26,36,s05222,s05271,s05162,c0089,Enterococcus faecalis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,faecalis,TX1322,
Enterococcus faecalis TX1322 BEI HM-202,1568,20191107.1,supernatant,paf,26,36,s05223,s05272,s05163,c0089,Enterococcus faecalis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,faecalis,TX1322,
Enterococcus faecalis TX1322 BEI HM-202,1569,20191107.1,supernatant,paf,26,36,s05224,s05273,s05164,c0089,Enterococcus faecalis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,faecalis,TX1322,
Proteus penneri ATCC 35198,1570,20191107.1,supernatant,paf,26,36,s05225,s05274,s05165,c0277,Proteus penneri,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Morganellaceae,Proteus,penneri,,
Proteus penneri ATCC 35198,1571,20191107.1,supernatant,paf,26,36,s05226,s05275,s05166,c0277,Proteus penneri,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Morganellaceae,Proteus,penneri,,
Proteus penneri ATCC 35198,1572,20191107.1,supernatant,paf,26,36,s05227,s05276,s05167,c0277,Proteus penneri,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Morganellaceae,Proteus,penneri,,
Bacteroides finegoldii DSMZ 17565,1573,20191107.1,supernatant,paf,26,36,s05228,s05277,s05168,c0177,Bacteroides finegoldii,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,finegoldii,,
Bacteroides finegoldii DSMZ 17565,1574,20191107.1,supernatant,paf,26,36,s05229,s05278,s05169,c0177,Bacteroides finegoldii,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,finegoldii,,
Bacteroides finegoldii DSMZ 17565,1575,20191107.1,supernatant,paf,26,36,s05230,s05279,s05170,c0177,Bacteroides finegoldii,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,finegoldii,,
Parabacteroides johnsonii DSMZ 18315,1576,20191107.1,supernatant,paf,26,36,s05231,s05280,s05171,c0226,Parabacteroides johnsonii,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,johnsonii,,
Parabacteroides johnsonii DSMZ 18315,1577,20191107.1,supernatant,paf,26,36,s05232,s05281,s05172,c0226,Parabacteroides johnsonii,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,johnsonii,,
Parabacteroides johnsonii DSMZ 18315,1578,20191107.1,supernatant,paf,26,36,s05233,s05282,s05173,c0226,Parabacteroides johnsonii,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,johnsonii,,
Mitsuokella multacida DSMZ 20544,1579,20191107.1,supernatant,paf,26,36,s05234,s05283,s05177,c0126,Mitsuokella multacida,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Mitsuokella,multacida,,
Mitsuokella multacida DSMZ 20544,1580,20191107.1,supernatant,paf,26,36,s05235,s05284,s05178,c0126,Mitsuokella multacida,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Mitsuokella,multacida,,
Mitsuokella multacida DSMZ 20544,1581,20191107.1,supernatant,paf,26,36,s05236,s05285,s05179,c0126,Mitsuokella multacida,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Mitsuokella,multacida,,
Ruminococcus gnavus CC55_001C BEI HM-1056,1582,20191107.1,supernatant,paf,26,36,s05237,s05286,s05180,c0140,Ruminococcus gnavus,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,gnavus,CC55_001C,
Ruminococcus gnavus CC55_001C BEI HM-1056,1583,20191107.1,supernatant,paf,26,36,s05238,s05287,s05181,c0140,Ruminococcus gnavus,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,gnavus,CC55_001C,
Ruminococcus gnavus CC55_001C BEI HM-1056,1584,20191107.1,supernatant,paf,26,36,s05239,s05288,s05182,c0140,Ruminococcus gnavus,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,gnavus,CC55_001C,
Citrobacter portucalensis 30_2  BEI HM-34,1585,20191107.1,supernatant,paf,26,36,s05240,s05289,s05183,c0272,Citrobacter portucalensis,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Citrobacter,portucalensis,30_2,
Citrobacter portucalensis 30_2  BEI HM-34,1586,20191107.1,supernatant,paf,26,36,s05241,s05290,s05184,c0272,Citrobacter portucalensis,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Citrobacter,portucalensis,30_2,
Citrobacter portucalensis 30_2  BEI HM-34,1587,20191107.1,supernatant,paf,26,36,s05242,s05291,s05185,c0272,Citrobacter portucalensis,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Citrobacter,portucalensis,30_2,
Providencia stuartii ATCC 25827,1588,20191107.1,supernatant,paf,26,36,s05243,s05292,s05186,c0279,Providencia stuartii,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Morganellaceae,Providencia,stuartii,,
Providencia stuartii ATCC 25827,1589,20191107.1,supernatant,paf,26,36,s05244,s05293,s05187,c0279,Providencia stuartii,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Morganellaceae,Providencia,stuartii,,
Providencia stuartii ATCC 25827,1590,20191107.1,supernatant,paf,26,36,s05245,s05294,s05188,c0279,Providencia stuartii,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Morganellaceae,Providencia,stuartii,,
Bacteroides thetaiotaomicron VPI 5482,1591,20191107.1,supernatant,paf,26,36,s05246,s05295,s05198,c0206,Bacteroides thetaiotaomicron,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,thetaiotaomicron,,
Bacteroides thetaiotaomicron VPI 5482,1592,20191107.1,supernatant,paf,26,36,s05247,s05296,s05199,c0206,Bacteroides thetaiotaomicron,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,thetaiotaomicron,,
Bacteroides thetaiotaomicron VPI 5482,1593,20191107.1,supernatant,paf,26,36,s05248,s05297,s05200,c0206,Bacteroides thetaiotaomicron,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,thetaiotaomicron,,
Citrobacter youngae ATCC 29220,1594,20191107.1,supernatant,paf,26,36,s05249,s05298,s05204,c0271,Citrobacter youngae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Citrobacter,youngae,,
Citrobacter youngae ATCC 29220,1595,20191107.1,supernatant,paf,26,36,s05250,s05299,s05205,c0271,Citrobacter youngae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Citrobacter,youngae,,
Citrobacter youngae ATCC 29220,1596,20191107.1,supernatant,paf,26,36,s05251,s05300,s05206,c0271,Citrobacter youngae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Citrobacter,youngae,,
Enterobacter cancerogenus ATCC 35316,1597,20191107.1,supernatant,paf,26,36,s05252,s05301,s05207,c0276,Enterobacter cancerogenus,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,cancerogenus,,
Enterobacter cancerogenus ATCC 35316,1598,20191107.1,supernatant,paf,26,36,s05253,s05302,s05208,c0276,Enterobacter cancerogenus,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,cancerogenus,,
Enterobacter cancerogenus ATCC 35316,1599,20191107.1,supernatant,paf,26,36,s05254,s05303,s05209,c0276,Enterobacter cancerogenus,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,cancerogenus,,
Parabacteroides distasonis ATCC 8503,1600,20191107.1,supernatant,paf,26,36,s05255,s05304,s05210,c0165,Parabacteroides distasonis,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,distasonis,,
Parabacteroides distasonis ATCC 8503,1601,20191107.1,supernatant,paf,26,36,s05256,,,c0165,Parabacteroides distasonis,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,distasonis,,
Parabacteroides distasonis ATCC 8503,1602,20191107.1,supernatant,paf,26,36,s05257,s05306,s05212,c0165,Parabacteroides distasonis,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,distasonis,,
Eubacterium eligens DSMZ 3376,1603,20200208,supernatant,mm,12,32,s05314,s05376,s05439,c0300,Eubacterium eligens,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,eligens,,
Eubacterium eligens DSMZ 3376,1604,20200208,supernatant,mm,12,32,s05315,s05377,s05440,c0300,Eubacterium eligens,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,eligens,,
Eubacterium eligens DSMZ 3376,1605,20200208,supernatant,mm,12,32,s05316,s05378,s05441,c0300,Eubacterium eligens,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,eligens,,
Lachnospiraceae sp. 1_4_56FAA BEI HM-161,1606,20200208,supernatant,mm,12,32,s05317,s05379,s05442,c0438,Lachnospiraceae,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae,,1_4_56FAA,
Lachnospiraceae sp. 1_4_56FAA BEI HM-161,1607,20200208,supernatant,mm,12,32,s05318,s05380,s05443,c0438,Lachnospiraceae,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae,,1_4_56FAA,
Lachnospiraceae sp. 1_4_56FAA BEI HM-161,1608,20200208,supernatant,mm,12,32,s05319,s05381,s05444,c0438,Lachnospiraceae,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae,,1_4_56FAA,
Bifidobacterium longum reuter ATCC 55813,1609,20200208,supernatant,mm,12,32,s05320,s05382,s05445,c0506,Bifidobacterium longum,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,longum,retuer,
Bifidobacterium longum reuter ATCC 55813,1610,20200208,supernatant,mm,12,32,s05321,s05383,s05446,c0506,Bifidobacterium longum,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,longum,retuer,
Bifidobacterium longum reuter ATCC 55813,1611,20200208,supernatant,mm,12,32,s05322,s05384,s05447,c0506,Bifidobacterium longum,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,longum,retuer,
Facklamia sp. HGF4 BEI HM-289,1612,20200208,supernatant,mm,12,32,s05323,s05385,s05448,c0310,Facklamia,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Facklamia,,HGF4,
Facklamia sp. HGF4 BEI HM-289,1613,20200208,supernatant,mm,12,32,s05324,s05386,s05449,c0310,Facklamia,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Facklamia,,HGF4,
Facklamia sp. HGF4 BEI HM-289,1614,20200208,supernatant,mm,12,32,s05325,s05387,s05450,c0310,Facklamia,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Facklamia,,HGF4,
Streptococcus parasanguinis CC87K BEI HM-1060,1615,20200208,supernatant,mm,12,32,,s05388,s05451,c0443,Streptococcus parasanguinis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,parasanguinis,CC87K,
Streptococcus parasanguinis CC87K BEI HM-1060,1616,20200208,supernatant,mm,12,32,s05327,s05389,s05452,c0443,Streptococcus parasanguinis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,parasanguinis,CC87K,
Streptococcus parasanguinis CC87K BEI HM-1060,1617,20200208,supernatant,mm,12,32,s05328,s05390,s05453,c0443,Streptococcus parasanguinis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,parasanguinis,CC87K,
Escherichia coli MG-1655 ATCC 7000926,1618,20200208,supernatant,mm,12,32,s05329,s05391,s05454,c0544,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,MG-1655,
Escherichia coli MG-1655 ATCC 7000926,1619,20200208,supernatant,mm,12,32,s05330,s05392,s05455,c0544,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,MG-1655,
Escherichia coli MG-1655 ATCC 7000926,1620,20200208,supernatant,mm,12,32,s05331,s05393,s05456,c0544,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,MG-1655,
Collinsella aerofaciens ATCC 25986,1621,20200208,supernatant,mm,12,32,s05332,s05394,s05457,c0314,Collinsella aerofaciens,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,aerofaciens,,
Collinsella aerofaciens ATCC 25986,1622,20200208,supernatant,mm,12,32,s05333,s05395,s05458,c0314,Collinsella aerofaciens,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,aerofaciens,,
Collinsella aerofaciens ATCC 25986,1623,20200208,supernatant,mm,12,32,s05334,s05396,s05459,c0314,Collinsella aerofaciens,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,aerofaciens,,
Clostridium hathewayi WAL-18680 BEI HM-308,1624,20200208,supernatant,mm,12,32,s05335,s05397,s05460,c0450,Clostridium hathewayi,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,hathewayi,WAL-18680,
Clostridium hathewayi WAL-18680 BEI HM-308,1625,20200208,supernatant,mm,12,32,s05336,s05398,s05461,c0450,Clostridium hathewayi,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,hathewayi,WAL-18680,
Clostridium hathewayi WAL-18680 BEI HM-308,1626,20200208,supernatant,mm,12,32,s05337,s05399,s05462,c0450,Clostridium hathewayi,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,hathewayi,WAL-18680,
Veillonella sp. HPA0037 BEI HM-850,1627,20200208,supernatant,mm,12,32,s05338,s05400,s05463,c0361,Veillonella,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,,HPA0037,
Veillonella sp. HPA0037 BEI HM-850,1628,20200208,supernatant,mm,12,32,s05339,s05401,s05464,c0361,Veillonella,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,,HPA0037,
Veillonella sp. HPA0037 BEI HM-850,1629,20200208,supernatant,mm,12,32,s05340,s05402,s05465,c0361,Veillonella,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,,HPA0037,
Bifidobacterium breve DSMZ 20213,1630,20200208,supernatant,mm,12,32,s05341,s05403,s05466,c0318,Bifidobacterium breve,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,breve,,
Bifidobacterium breve DSMZ 20213,1631,20200208,supernatant,mm,12,32,s05342,s05404,s05467,c0318,Bifidobacterium breve,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,breve,,
Bifidobacterium breve DSMZ 20213,1632,20200208,supernatant,mm,12,32,s05343,s05405,s05468,c0318,Bifidobacterium breve,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,breve,,
Dorea longicatena DSMZ 13814,1633,20200208,supernatant,mm,12,32,s05344,s05406,s05469,c0453,Dorea longicatena,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,longicatena,,
Dorea longicatena DSMZ 13814,1634,20200208,supernatant,mm,12,32,s05345,s05407,s05470,c0453,Dorea longicatena,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,longicatena,,
Dorea longicatena DSMZ 13814,1635,20200208,supernatant,mm,12,32,s05346,s05408,s05471,c0453,Dorea longicatena,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,longicatena,,
Lactobacillus reuteri F275 ATCC 23272,1636,20200208,supernatant,mm,12,32,s05347,s05409,s05472,c0545,Lactobacillus reuteri,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,reuteri,F275,
Lactobacillus reuteri F275 ATCC 23272,1637,20200208,supernatant,mm,12,32,s05348,s05410,s05473,c0545,Lactobacillus reuteri,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,reuteri,F275,
Lactobacillus reuteri F275 ATCC 23272,1638,20200208,supernatant,mm,12,32,s05349,s05411,s05474,c0545,Lactobacillus reuteri,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,reuteri,F275,
Lactobacillus paracasei subspecies paracasei ATCC BAA-52,1639,20200208,supernatant,mm,12,32,s05350,s05412,s05475,c0546,Lactobacillus paracasei,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,paracasei,subspecies paracasei,
Lactobacillus paracasei subspecies paracasei ATCC BAA-52,1640,20200208,supernatant,mm,12,32,s05351,s05413,s05476,c0546,Lactobacillus paracasei,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,paracasei,subspecies paracasei,
Lactobacillus paracasei subspecies paracasei ATCC BAA-52,1641,20200208,supernatant,mm,12,32,s05352,s05414,s05477,c0546,Lactobacillus paracasei,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,paracasei,subspecies paracasei,
Slackia exigua ATCC 700122,1642,20200208,supernatant,mm,12,32,s05353,s05415,s05478,c0375,Slackia exigua,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Slackia,exigua,,
Slackia exigua ATCC 700122,1643,20200208,supernatant,mm,12,32,s05354,s05416,s05479,c0375,Slackia exigua,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Slackia,exigua,,
Slackia exigua ATCC 700122,1644,20200208,supernatant,mm,12,32,s05355,s05417,s05480,c0375,Slackia exigua,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Slackia,exigua,,
Mitsuokella multacida DSMZ 20544,1648,20200208,supernatant,mm,12,32,s05359,s05421,s05487,c0394,Mitsuokella multacida,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Mitsuokella,multacida,,
Mitsuokella multacida DSMZ 20544,1649,20200208,supernatant,mm,12,32,s05360,s05422,s05488,c0394,Mitsuokella multacida,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Mitsuokella,multacida,,
Mitsuokella multacida DSMZ 20544,1650,20200208,supernatant,mm,12,32,s05361,s05423,s05489,c0394,Mitsuokella multacida,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Mitsuokella,multacida,,
Bacteroides fragilis NCTC 9343,1651,20200208,supernatant,mm,12,32,s05362,s05424,s05490,c0488,Bacteroides fragilis,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,fragilis,,
Bacteroides fragilis NCTC 9343,1652,20200208,supernatant,mm,12,32,s05363,s05425,s05491,c0488,Bacteroides fragilis,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,fragilis,,
Bacteroides fragilis NCTC 9343,1653,20200208,supernatant,mm,12,32,s05364,s05426,s05492,c0488,Bacteroides fragilis,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,fragilis,,
Eggerthella lenta DSMZ 2243,1654,20200208,supernatant,mm,12,32,s05365,s05427,s05493,c0548,Eggerthella lenta,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Eggerthella,lenta,,
Eggerthella lenta DSMZ 2243,1655,20200208,supernatant,mm,12,32,s05366,s05428,s05494,c0548,Eggerthella lenta,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Eggerthella,lenta,,
Eggerthella lenta DSMZ 2243,1656,20200208,supernatant,mm,12,32,s05367,s05429,s05495,c0548,Eggerthella lenta,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Eggerthella,lenta,,
Bifidobacterium catenulatum DSMZ 16992,1657,20200208,supernatant,mm,12,32,s05368,s05430,s05496,c0503,Bifidobacterium catenulatum,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,catenulatum,,
Bifidobacterium catenulatum DSMZ 16992,1658,20200208,supernatant,mm,12,32,s05369,s05431,s05497,c0503,Bifidobacterium catenulatum,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,catenulatum,,
Bifidobacterium catenulatum DSMZ 16992,1659,20200208,supernatant,mm,12,32,s05370,s05432,s05498,c0503,Bifidobacterium catenulatum,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,catenulatum,,
,1660,20191105,media_blank,paf,,,s04628,s04668,s04708,,,,,,,,,,,
,1661,20191105,media_blank,paf,,,s04629,s04669,s04709,,,,,,,,,,,
,1662,20191105,media_blank,paf,,,s04630,s04670,s04710,,,,,,,,,,,
,1663,20191105,media_blank,paf,,,s04631,s04671,,,,,,,,,,,,
,1664,20191105,media_blank,paf,,,s04632,s04672,,,,,,,,,,,,
,1665,20191105,media_blank,paf,,,s04633,s04673,,,,,,,,,,,,
,1666,20191107,media_blank,mm,12,36,s04793,s04843,s04742,,,,,,,,,,,
,1667,20191107,media_blank,mm,12,36,s04794,s04844,s04743,,,,,,,,,,,
,1668,20191107,media_blank,mm,12,36,s04795,s04845,s04744,,,,,,,,,,,
,1669,20191107.2,media_blank,mm,,,s04979,s04893,s05066,,,,,,,,,,,
