id,TGG OTU_ID(ANI0.95),dRep OTU_ID(ANI0.95),Type,Contig_numbers,N50,Genome_length,GC,Completeness,Contamination,Strain_heterogeneity,Num_CDS,Num_Gene,Num_5S_rRNA,Num_16S_rRNA,Num_23S_rRNA,Num_tRNA,Quality_score,Quality_tier_standard(MIMAG，10.1038/nbt.3893),GTDB_classification
MAG_190624KI2_vamb_S1C14353,TGG_OTU485,519_1,MAG,261,14090,2639383,0.705357,54.98,0.23,0,2435,2456,0,0,0,20,53.83,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Variovorax;s__
MAG_1807DKMD2_maxbin2_bin.108,TGG_OTU52,143_1,MAG,1571,2672,3635944,0.560082,71.82,2.27,20,3404,3425,0,0,0,20,60.47,Medium,d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Herpetosiphonaceae;g__Herpetosiphon;s__
MAG_1907QMI1_metabat2_bin.99*,TGG_OTU626,627_1,MAG,535,3734,1778335,0.688393,60.21,2.02,61.54,1655,1678,0,0,0,20,50.11,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter;s__
MAG_1907PLC1_metabat2_bin.34*,TGG_OTU645,642_0,MAG,708,4063,2530904,0.573638,67.8,1.33,33.33,2538,2557,0,1,0,20,61.15,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__UKL13-2;g__UKL13-2;s__
MAG_1907PLC3_metabat2_bin.95*,TGG_OTU665,66_0,MAG,524,4097,1904940,0.384637,63.63,1.66,7.14,1653,1674,0,0,0,20,55.33,Medium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Hydrotalea;s__
MAG_1908TGLC3_metabat2_bin.8,TGG_OTU70,16_1,MAG,242,3490,771184,0.315445,70.03,0,0,806,826,1,0,0,20,70.03,Medium,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__ARK-15;f__ARK-15;g__ARK-15;s__
MAG_1807DKMD1_metabat2_bin.35,TGG_OTU70,16_1,MAG,228,2759,608684,0.316519,61.35,0.81,100,626,644,1,0,0,20,57.3,Medium,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__ARK-15;f__ARK-15;g__ARK-15;s__
MAG_1907NJYTS_metabat2_bin.26,TGG_OTU733,71_2,MAG,910,3753,3039855,0.350096,71.17,1.44,50,2562,2584,0,0,0,20,63.97,Medium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Arcicella;s__
MAG_1907PLC3_metabat2_bin.57,TGG_OTU747,721_1,MAG,486,4793,1990956,0.652316,78.59,2.03,44.44,2014,2036,0,0,0,20,68.44,Medium,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas_A;s__
MAG_1907PLC1_metabat2_bin.39,TGG_OTU75,164_1,MAG,882,4625,3718329,0.543831,71.58,0.6,0,3444,3464,0,1,0,20,68.58,Medium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Fibrella;s__
MAG_1611DDSC1_metabat2_bin.102,TGG_OTU785,753_1,MAG,285,8139,1625794,0.557409,64.14,0.51,50,1665,1682,0,0,0,20,61.59,Medium,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingorhabdus_B;s__
MAG_1807DKMD3_metabat2_bin.76,TGG_OTU786,754_1,MAG,281,6223,1488800,0.558206,57.49,0.02,100,1547,1567,0,0,0,20,57.39,Medium,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingorhabdus_B;s__
MAG_1908QYC2_metabat2_bin.11*,TGG_OTU794,761_0,MAG,995,3419,3182870,0.532275,69.03,2.78,66.67,3154,3175,0,0,0,20,55.13,Medium,d__Bacteria;p__Armatimonadota;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae;g__;s__
MAG_GLYI1.20.09_metabat2_bin.1*,TGG_OTU862,818_0,MAG,518,6377,2992594,0.506868,58.62,0,0,2673,2695,2,0,0,20,58.62,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Buttiauxella;s__Buttiauxella gaviniae
MAG_TGLSC.20.08_vamb_bins_S1C5179*,TGG_OTU893,846_1,MAG,207,20506,3496584,0.580144,60.34,0,0,3441,3462,0,0,0,20,60.34,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Palsa-1005;g__REAM01;s__
MAG_1807DKMD1_maxbin2_bin.98.001,TGG_OTU912,863_1,MAG,628,7403,2908546,0.476799,86.32,3.86,11.11,2762,2785,3,0,0,20,67.02,Medium,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Planococcus;s__
MAG_KQGRSC.20.08_vamb_bins_S1C4302*,TGG_OTU917,867_1,MAG,120,30157,2367585,0.380051,94.63,0.75,0,2193,2217,1,1,1,20,90.88,High,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B faecium
MAG_190624KS1_metabat2_bin.20*,TGG_OTU920,87_0,MAG,312,5462,1415849,0.383516,78.29,1.45,33.33,1170,1190,2,0,1,20,71.04,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;g__;s__
MAG_18PLSC_metabat2_bin.38*,TGG_OTU955,893_0,MAG,319,4465,1289955,0.457284,61.77,1.19,25,1149,1169,0,0,0,20,55.82,Medium,d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__Syntrophomonas_B;s__
MAG_1907NJYTI2_vamb_S1C21799*,TGG_OTU967,98_0,MAG,138,17034,1949268,0.311303,75.05,0,0,1833,1850,0,0,0,20,75.05,Medium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__
MAG_1908TGLC2_metabat2_bin.3,TGG_OTU119,203_1,MAG,374,4289,1400553,0.647479,62.39,0.42,0,1412,1433,0,0,0,19,60.29,Medium,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__OPB41;f__PHET01;g__;s__
MAG_1908TGLC3_metabat2_bin.3,TGG_OTU137,219_1,MAG,810,3836,2859219,0.577826,62.4,0,0,2625,2643,0,0,0,19,62.4,Medium,d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Roseiflexaceae;g__;s__
MAG_190624KS1_maxbin2_bin.30,TGG_OTU183,260_1,MAG,1249,3020,3125119,0.54566,81.44,4.29,17.86,3202,3217,0,0,0,19,59.99,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Herminiimonas;s__
MAG_18PLSC_metabat2_bin.127,TGG_OTU201,277_1,MAG,212,4378,821894,0.594125,63.84,0.05,100,918,939,0,0,0,19,63.59,Medium,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanosphaerulaceae;g__Methanosphaerula;s__
MAG_TGLSC.20.08_metabat2_bin.20*,TGG_OTU22,117_0,MAG,436,6603,2062047,0.340287,71.6,4,26.67,1991,2011,0,0,0,19,51.6,Medium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__
MAG_1908TGLC3_metabat2_bin.36,TGG_OTU230,301_1,MAG,721,3973,2542696,0.64583,72.74,0.95,50,2613,2632,0,1,0,19,67.99,Medium,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__UBA668;s__
MAG_1807DKMD2_vamb_S1C40669*,TGG_OTU293,354_1,MAG,43,41831,1761588,0.663206,68.97,1.72,100,1592,1615,0,0,0,19,60.37,Medium,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__UBA4719;s__
MAG_18PLSC_metabat2_bin.30,TGG_OTU349,4_1,MAG,397,4371,1610393,0.419856,66.61,0.65,0,1328,1346,0,0,0,19,63.36,Medium,d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina sp001714685
MAG_1908TGLC1_vamb_S1C19816,TGG_OTU353,402_1,MAG,87,19208,1491209,0.710089,64.59,1.32,0,1418,1437,0,0,0,19,57.99,Medium,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__FW305-bin1;g__;s__
MAG_1908QYC2_metabat2_bin.101*,TGG_OTU375,422_1,MAG,396,6097,2011924,0.704581,71.36,3.82,0,1955,1976,0,0,0,19,52.26,Medium,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__
MAG_1811AZI1_maxbin2_bin.0,TGG_OTU377,424_1,MAG,932,3170,2480066,0.715535,79.87,4.84,57.14,2468,2493,1,0,3,19,55.67,Medium,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__SCTD01;g__SCTD01;s__
MAG_1611DDSC1_metabat2_bin.6,TGG_OTU40,133_1,MAG,465,4229,1800879,0.496789,71.28,1.67,30,1602,1620,0,0,0,19,62.93,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Arenimonas;s__
MAG_1907PLC3_vamb_S1C9798*,TGG_OTU424,466_1,MAG,135,29194,3405330,0.692888,71.94,0,0,2874,2899,0,0,0,19,71.94,Medium,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__40CM-4-68-19;g__40CM-4-68-19;s__
MAG_1908QYC1_vamb_S1C20735*,TGG_OTU44,136_1,MAG,91,24203,1849889,0.532812,54.66,0,0,1792,1810,0,0,0,19,54.66,Medium,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__;s__
MAG_1908QYC3_metabat2_bin.120,TGG_OTU457,496_1,MAG,772,3925,2715580,0.667926,74.87,0.43,0,2600,2622,0,1,0,19,72.72,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rubrivivax;s__
MAG_1907PLC1_metabat2_bin.59,TGG_OTU464,501_1,MAG,1230,3706,4021464,0.693786,66.63,0.88,0,4253,4275,0,1,0,19,62.23,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Vitreoscilla_A;s__
MAG_1908KQGRS2_maxbin2_bin.10,TGG_OTU489,522_1,MAG,604,8571,3360817,0.657165,76.78,4.77,53.33,3209,3229,0,0,0,19,52.93,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Variovorax;s__
MAG_QYSC.20.08_vamb_bins_S1C14490*,TGG_OTU532,557_0,MAG,58,52730,2418654,0.601786,51.72,0,0,2305,2325,0,0,0,19,51.72,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax;s__
MAG_TGLSC.20.08_metabat2_bin.76*,TGG_OTU58,149_0,MAG,754,3503,2408660,0.581678,64.64,0.36,0,2347,2366,0,0,0,19,62.84,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-5;g__;s__
MAG_1901QYI1_vamb_S1C2390*,TGG_OTU581,593_1,MAG,51,19904,830732,0.673015,52.03,0.03,0,754,776,0,0,0,19,51.88,Medium,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__UBA953;g__UBA953;s__
MAG_MGGQSC.20.08_vamb_bins_S1C12423*,TGG_OTU648,644_1,MAG,42,40430,1519103,0.570129,54.68,0.5,0,1448,1467,0,0,0,19,52.18,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax;s__
MAG_RWS.20.06_metabat2_bin.23*,TGG_OTU678,67_0,MAG,277,3743,935853,0.38755,57.28,2.9,55.56,1002,1022,0,0,0,19,42.78,Medium,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__AcAMD-5;g__ATZT02;s__
MAG_1908KQGRS3_metabat2_bin.9,TGG_OTU68,158_1,MAG,17,286786,3678606,0.587965,60.34,0,0,2948,2973,1,0,1,19,60.34,Medium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Spirosoma;s__
MAG_1907PLC1_metabat2_bin.54,TGG_OTU707,69_1,MAG,902,4401,3438181,0.355056,80.86,0.82,25,2840,2859,0,0,0,19,76.76,Medium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Arcicella;s__
MAG_1909JMYZI2_vamb_S1C8383*,TGG_OTU756,73_1,MAG,405,9180,2950425,0.382164,74.26,0.61,0,2549,2568,1,0,0,19,71.21,Medium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Arcicella;s__
MAG_1807DKMD3_metabat2_bin.3,TGG_OTU780,75_1,MAG,584,4005,2140655,0.477424,51.22,0,0,2058,2076,0,0,0,19,51.22,Medium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__M3007;s__
MAG_MGGQSC.20.08_metabat2_bin.94,TGG_OTU811,777_1,MAG,305,10478,2426642,0.491867,61.4,0.47,50,2214,2233,0,0,0,19,59.05,Medium,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__Phormidesmis_A;s__
MAG_1907NJYTS2_vamb_S1C16616*,TGG_OTU814,78_1,MAG,236,15812,2830892,0.329304,78.51,0.79,0,2398,2419,0,0,0,19,74.56,Medium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__B-17BO;g__UBA4416;s__
MAG_1908TGLC3_metabat2_bin.101,TGG_OTU818,782_1,MAG,583,4081,2182208,0.48804,54.1,0.24,100,1984,2002,0,0,0,19,52.9,Medium,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__ULC077BIN1;s__
MAG_1907PLC3_vamb_S1C9635*,TGG_OTU875,83_1,MAG,106,22915,2218955,0.35266,70.98,0.3,0,1981,2002,0,0,0,19,69.48,Medium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cytophagaceae;g__;s__
MAG_1907PL4S_vamb_S1C7851,TGG_OTU881,835_1,MAG,286,9513,2122523,0.410536,84.57,0.96,33.33,1981,2002,0,0,0,19,79.77,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Methylotenera;s__
MAG_QYSC.20.08_metabat2_bin.50*,TGG_OTU895,848_0,MAG,815,3251,2507261,0.575365,59.82,2.35,18.18,2685,2704,0,0,0,19,48.07,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Palsa-1005;g__;s__
MAG_KQGRSC.20.08_metabat2_bin.40*,TGG_OTU113,199_0,MAG,967,2828,2630719,0.610482,60.71,1.27,50,2554,2572,0,0,0,18,54.36,Medium,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__;s__
MAG_QYSC.20.08_metabat2_bin.49*,TGG_OTU167,246_0,MAG,193,4369,761158,0.446785,53.21,1.47,0,698,716,0,0,0,18,45.86,Medium,d__Bacteria;p__Patescibacteria;c__GCA-002792135;o__;f__;g__;s__
MAG_MGGQSC.20.08_metabat2_bin.98*,TGG_OTU17,112_1,MAG,310,6204,1519864,0.344843,51.96,0.92,71.43,1366,1384,0,0,0,18,47.36,Medium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__
MAG_1908TGLC1_vamb_S1C11570,TGG_OTU193,27_1,MAG,361,6793,2090489,0.46996,68.67,0.72,0,1932,1952,1,0,0,18,65.07,Medium,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__;s__
MAG_18PLSC_metabat2_bin.36*,TGG_OTU216,29_1,MAG,605,4170,2235104,0.406556,50.31,0,0,1829,1846,0,0,0,18,50.31,Medium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__UBA6024;s__
MAG_1908KQGRS1_maxbin2_bin.10.002,TGG_OTU269,333_1,MAG,114,42392,3200366,0.709486,57.76,0.86,100,2987,3015,0,0,0,18,53.46,Medium,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylobacterium;s__
MAG_1908TGLS3_metabat2_bin.23,TGG_OTU270,334_1,MAG,778,4501,3025696,0.697707,68.28,0.86,0,2951,2971,0,0,0,18,63.98,Medium,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylobacterium;s__
MAG_TGLI4.17_metabat2_bin.14,TGG_OTU296,357_1,MAG,107,21208,1490453,0.652214,59.65,0,0,1472,1491,0,0,0,18,59.65,Medium,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Homoserinimonas;s__
MAG_TGLI1.17_vamb_bins_S1C7033,TGG_OTU296,357_1,MAG,56,28232,1282261,0.651799,58.57,1.77,33.33,1277,1296,1,1,0,18,49.72,Medium,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Homoserinimonas;s__
MAG_1907MDGRS_metabat2_bin.28,TGG_OTU298,358_2,MAG,649,3476,2031970,0.648925,74.74,4.5,35.29,2243,2263,0,0,0,18,52.24,Medium,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Rhodoglobus;s__Rhodoglobus xinjiangense
MAG_1908KQGRI1_vamb_S1C11478*,TGG_OTU384,430_1,MAG,324,9131,2424309,0.73263,56.9,0,0,2328,2350,0,1,0,18,56.9,Medium,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__X156;s__
MAG_1905ZF6360S_metabat2_bin.25.001*,TGG_OTU416,459_1,MAG,67,114639,4586269,0.709439,72.27,3.39,0,4038,4065,0,0,0,18,55.32,Medium,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__Labilithrix;s__
MAG_1907QMI1_metabat2_bin.87*,TGG_OTU425,467_1,MAG,68,73960,2481299,0.703098,53.62,0.43,0,2227,2251,0,1,0,18,51.47,Medium,d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__Deinococcus sp002017875
MAG_1907PLC2_maxbin2_bin.59.001,TGG_OTU430,471_1,MAG,194,18968,2076089,0.656739,51.72,0,0,2031,2051,0,0,0,18,51.72,Medium,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Palsa-881;s__
MAG_1908QYC2_metabat2_bin.33*,TGG_OTU436,477_0,MAG,946,4075,3442249,0.600746,62.72,2.2,0,3304,3323,0,0,0,18,51.72,Medium,d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__UBA11236;f__UBA11236;g__;s__
MAG_QYI.20.08_metabat2_bin.113*,TGG_OTU444,484_0,MAG,213,16011,2147734,0.613173,61.56,3.49,10,2057,2075,0,0,0,18,44.11,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paucibacter_A;s__
MAG_QYSC.20.08_metabat2_bin.93*,TGG_OTU461,5_0,MAG,373,5914,1840247,0.369135,82.17,4.31,81.82,1644,1665,3,0,0,18,60.62,Medium,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lutisporales;f__;g__;s__
MAG_1907PLC1_metabat2_bin.64,TGG_OTU49,140_1,MAG,561,3386,1724216,0.586259,56.91,0.93,0,1772,1789,0,0,0,18,52.26,Medium,d__Bacteria;p__Armatimonadota;c__BOG-944;o__Capsulimonadales;f__Capsulimonadaceae;g__;s__
MAG_QYSC.20.08_metabat2_bin.97,TGG_OTU503,533_1,MAG,524,3698,1741474,0.542467,62.15,3.38,69.23,1815,1838,0,0,0,18,45.25,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__
MAG_1907QMI1_metabat2_bin.32.002,TGG_OTU509,538_1,MAG,247,37406,3031082,0.59259,50.16,0,0,2918,2937,0,1,0,18,50.16,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__
MAG_1807DKMD3_metabat2_bin.61*,TGG_OTU528,553_1,MAG,515,5715,2452926,0.566962,71.73,2.18,57.14,2517,2536,0,0,0,18,60.83,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax;s__
MAG_1908TGLC1_metabat2_bin.6,TGG_OTU603,609_2,MAG,52,99833,2726140,0.604314,59.17,0,0,2466,2488,1,0,0,18,59.17,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E canadensis
MAG_1905ZF6400I1_maxbin2_bin.0*,TGG_OTU606,610_0,MAG,1163,7178,5502844,0.618997,68.54,1.61,50,4963,4981,1,0,0,18,60.49,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__
MAG_1908TGLC2_metabat2_bin.104,TGG_OTU636,635_1,MAG,645,3888,2233262,0.632707,68.06,3.61,25,2165,2185,0,0,0,18,50.01,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__SCMT01;s__
MAG_1908TGLC2_metabat2_bin.145,TGG_OTU653,649_1,MAG,535,5013,2327668,0.577539,59.8,0.86,0,2447,2466,0,0,0,18,55.5,Medium,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudorhodobacter_B;s__
MAG_1905ZF6360S_metabat2_bin.3,TGG_OTU66,156_1,MAG,628,3845,2178666,0.543392,63.79,0,0,2334,2352,0,0,0,18,63.79,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Methylobacillus;s__Methylobacillus glycogenes
MAG_1908QYC1_metabat2_bin.8,TGG_OTU69,159_1,MAG,701,5281,3234575,0.558972,69.37,2.08,50,3065,3082,0,1,0,18,58.97,Medium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Spirosoma;s__
MAG_1611DDSC1_metabat2_bin.27.002*,TGG_OTU717,697_0,MAG,322,9237,2189300,0.679504,63.79,0,0,2248,2268,0,0,0,18,63.79,Medium,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__;f__;g__;s__
MAG_1811AZI1_metabat2_bin.19,TGG_OTU723,701_1,MAG,666,2716,1743992,0.622711,57.76,0,0,1790,1806,0,1,0,18,57.76,Medium,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__
MAG_1908QYC1_metabat2_bin.69*,TGG_OTU74,163_0,MAG,913,5482,4380391,0.533707,76.78,4.12,6.67,4026,4045,0,2,0,18,56.18,Medium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Rudanella;s__
MAG_1909JMYZI2_vamb_S1C19807*,TGG_OTU758,731_1,MAG,106,21960,1843948,0.647066,61.5,0,0,1746,1769,0,0,0,18,61.5,Medium,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingopyxis;s__
MAG_1908QYC2_metabat2_bin.120*,TGG_OTU827,79_0,MAG,644,4878,2645006,0.324571,72.54,1.43,16.67,2215,2233,1,0,0,18,65.39,Medium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__B-17BO;g__;s__
MAG_TGLI3.17_maxbin2_bin.54,TGG_OTU829,790_2,MAG,1235,1801,2142105,0.461717,63.44,3.11,41.18,1897,1915,0,0,0,18,47.89,Medium,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Chamaesiphonaceae;g__Chamaesiphon;s__
MAG_1807DKMD1_maxbin2_bin.66.001,TGG_OTU864,82_1,MAG,284,18355,2485338,0.355379,70.69,2.51,5.88,2251,2269,0,1,0,18,58.14,Medium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cytophagaceae;g__Cytophaga;s__
MAG_1908QYC3_metabat2_bin.19*,TGG_OTU940,88_0,MAG,492,7746,2963969,0.412259,69.74,1.97,0,2426,2444,0,0,0,18,59.89,Medium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__RDXD01;s__
MAG_1908TGLC2_vamb_S1C21254,TGG_OTU968,99_1,MAG,65,29173,1641017,0.3687,62.9,0,0,1420,1438,0,0,0,18,62.9,Medium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter;s__
MAG_1611DDSC2_metabat2_bin.39,TGG_OTU114,2_1,MAG,143,5241,675065,0.447321,72.06,0,0,830,841,0,0,0,17,72.06,Medium,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Thermoproteales;f__Thermoproteaceae;g__;s__
MAG_1807DKMD3_metabat2_bin.4,TGG_OTU137,219_1,MAG,846,4214,3232300,0.576985,68.27,0.94,0,2893,2911,0,0,0,17,63.57,Medium,d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Roseiflexaceae;g__;s__
MAG_1907PLC2_metabat2_bin.54*,TGG_OTU196,272_0,MAG,330,4725,1333766,0.599349,59.39,0.68,0,1368,1387,0,0,0,17,55.99,Medium,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__IMCC26134;s__
MAG_PRGRI.17_maxbin2_bin.59*,TGG_OTU197,273_0,MAG,594,1579,956551,0.512999,51.53,1.28,66.67,1025,1042,0,0,0,17,45.13,Medium,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__BACL27;s__
MAG_1807DKMD1_metabat2_bin.31,TGG_OTU242,312_1,MAG,513,2986,1441067,0.675775,69.17,3.82,38.1,1527,1545,1,1,1,17,50.07,Medium,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Yonghaparkia;s__
